isbn,book_title,book_author,year_of_publication,publisher
0060175605,Words I Wish I Wrote: A Collection of Writing That Inspired My Ideas,Robert Fulghum,1997,Harpercollins
0060175621,Eating the Honey of Words: New and Selected Poems,Robert Bly,1999,HarperCollins Publishers
0060175648,Identity,Milan Kundera,1998,Harpercollins
0060175656,Children Are From Heaven,John Gray,1999,HarperCollins Publishers
0060175680,Switcheroo,Olivia Goldsmith,1998,HarperCollins Publishers
0060175699,A Simple Habana Melody : (from when the world was good),Oscar Hijuelos,2002,HarperCollins
0060175702,Empress of the Splendid Season,Oscar Hijuelos,1999,HarperCollins Publishers
0060175788,Practical Intuition in Love: Start a Journey Through Pleasure to the Love of Your Life,Laura Day,1998,Harpercollins
0060175796,The Bean Trees Anniversary Edition : A Novel,Barbara Kingsolver,1998,HarperCollins
0060175818,The First Eagle,Tony Hillerman,1998,Harpercollins
0060175826,What Men Want: Three Professional Single Men Reveal What It Takes to Make a Man Yours,Bradley Gerstman,1998,Cliff Street Books
0060175834,Chez Panisse Caf̩ Cookbook,Alice L. Waters,1999,HarperCollins
0060175869,From Dawn to Decadence: 1500 to the Present: 500 Years of Western Cultural Life,Jacques Barzun,2000,HarperCollins
0060175907,Aphrodite: A Memoir of the Senses,Isabel Allende,1998,HarperCollins
0060175931,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,1999,HarperCollins Publishers
0060175958,The Fire Gospels: A Novel,Mike Magnuson,1998,HarperCollins Publishers
0060175966,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers
0060175982,"Mars and Venus Starting Over: A Practical Guide for Finding Love Again after a Painful Breakup, Divorce, or the Loss of a Loved One",John Gray,1998,HarperCollins Publishers
0060176032,Everville,Clive Barker,1994,HarperCollins Publishers
0060176059,Tales of Burning Love,Louise Erdrich,1996,Harpercollins
0060176075,Lily White,Susan Isaacs,1996,Harpercollins
0060176083,"Red, White and Blue",Susan Isaacs,1998,HarperCollins Publishers
0060176091,More Than Meets the Eye: The Story of a Remarkable Life and a Transcending Love,Joan Brock,1998,Harpercollins
0060176113,Fashionably Late: A Novel,Olivia Goldsmith,1994,Harpercollins
006017613X,"Nora, Nora: A Novel",Anne Rivers Siddons,2000,HarperCollins Publishers
0060176148,Fault Lines,Anne Rivers Siddons,1995,Harpercollins
0060176156,Up Island,Anne Rivers Siddons,1997,HarperCollins Publishers
0060176164,Low Country: A Novel,Anne Rivers Siddons,1998,HarperCollins Publishers
0060176172,Star Trek Movie Memories,William Shatner,1994,Harpercollins
0060176180,For My Daughters,Barbara Delinsky,1994,Harpercollins
0060176229,Faith,Len Deighton,1995,Harpercollins
006017630X,Free to Trade: A Novel of Suspense,Michael Ridpath,1995,Harpercollins
0060176334,All the Winters That Have Been,Evan Maxwell,1995,Harpercollins
0060176350,The Other Side of Deception: A Rogue Agent Exposes the Mossad's Secret Agenda,Victor Ostrovsky,1994,Harpercollins
0060176377,Happy Never After (Callahan Garrity Mysteries (Hardcover)),Kathy Hogan Trocheck,1995,Harpercollins
0060176385,Heart Trouble: A Callahan Garrity Mystery,Kathy Hogan Trocheck,1996,Harpercollins
0060176393,Fallen Skies,Philippa Gregory,1995,HarperCollins Publishers
0060176490,Eyeshot,Lynn S. Hightower,1996,Harpercollins
0060176539,Breakthrough: The Next Step,Whitley Strieber,1995,HarperCollins Publishers
0060176555,Homebody,Orson Scott Card,1998,HarperCollins
0060176563,Rebel: The Life and Legend of James Dean,Donald Spoto,1996,Harpercollins
006017658X,Legal Tender,Lisa Scottoline,1996,Harpercollins
0060176598,Running from the Law,Lisa Scottoline,1995,Harpercollins
006017661X,"The Trouble With a Bad Fit: A Novel of Food, Fashion, and Mystery (Simona Griffo Mysteries (Hardcover))",Camilla T. Crespi,1996,HarperCollins Publishers
0060176628,The Trouble With a Hot Summer: A Simona Griffo Mystery (Simona Griffo Mysteries (Hardcover)),Camilla T. Crespi,1997,HarperCollins Publishers
0060176644,Thief of Light: A Novel,David Ramus,1995,Harpercollins
0060176652,The Fire Inside: Firefighters Talk About Their Lives,Steve Delsohn,1996,Harpercollins
0060176660,Dirt: A Novel,Stuart Woods,1996,Harpercollins
0060176679,Choke: A Novel,Stuart Woods,1995,Harpercollins
0060176709,The Little House: A Novel,Philippa Gregory,1996,HarperCollins Publishers
0060176733,The Distinguished Guest,Sue Miller,1995,Harpercollins
0060176741,At Peace in the Light: The Further Adventures of a Reluctant Psychic Who Reveals the Secret of Your Spiritual Powers,Dannion Brinkley,1995,Harpercollins
0060176776,"Sharpe's Battle: Richard Sharpe and the Battle of Fuentes De Onoro, May 1811",Bernard Cornwell,1995,Harpercollins
0060176784,Saying Grace: A Novel,Beth Gutcheon,1995,Harpercollins
0060176792,Five Fortunes : A Novel,Beth Gutcheon,1998,William Morrow
0060176806,Love in Another Town,Barbara Taylor Bradford,1995,Harpercollins
0060176873,"Love, Again",Doris May Lessing,1996,Harpercollins
0060176881,Dark Nature: A Natural History of Evil,Lyall Watson,1996,Harpercollins
0060176911,The Sephardic Kitchen: The Healthy Food and Rich Culture of the Mediterranean Jews,Robert Sternberg,1996,Cookbooks
0060176946,Society of the Mind: A Cyberthriller,Eric L. Harry,1996,Harpercollins
0060176962,Hope,Len Deighton,1995,Harpercollins
0060176970,Notorious,Janet Dailey,1996,HarperCollins Publishers
0060176989,Illusions,Janet Dailey,1997,Harpercollins
0060177012,Death Penalty: A Novel,William J. Coughlin,1992,HarperCollins Publishers
0060177039,Dire Happenings at Scratch Ankle,Celestine Sibley,1993,Harpercollins
0060177101,I Love This Game!: My Life and Baseball,Kirby Puckett,1993,Harpercollins
0060177128,Fire and Rain,Diane Chamberlain,1993,Harpercollins
0060177136,"Rebel (The Starbuck Chronicles, Vol 1)",Bernard Cornwell,1993,Harpercollins
0060177144,L.A. Times,Stuart Woods,1993,Harpercollins
0060177152,Dead Eyes,Stuart Woods,1994,Harpercollins
0060177160,Everville,Clive Barker,1994,Harpercollins
0060177179,"Hunting the Devil/Pursuit, Capture and Confession of the Most Savage Serial Killer in History",Richard Lourie,1993,Harpercollins
0060177209,Dolly: My Life and Other Unfinished Business,Dolly Parton,1994,Harpercollins
0060177217,Her Own Rules,Barbara Taylor Bradford,1996,Harpercollins
0060177225,Dangerous to Know,Barbara Taylor Bradford,1995,Harpercollins
0060177233,Everything to Gain,Barbara Taylor Bradford,1994,Harpercollins
0060177241,The Thief of Always: A Fable,Clive Barker,1992,Harpercollins
0060177268,The Trouble With Thin Ice (Simona Griffo Mysteries (Hardcover)),Camilla T. Crespi,1994,HarperCollins Publishers
0060177276,For Love,Sue Miller,1993,HarperCollins Publishers
0060177330,Secret Missions,Michael Gannon,1994,Harpercollins
0060177349,Star Trek Memories,William Shatner,1993,Harpercollins
0060177381,The Wisdom of Stones,Greg Matthews,1994,HarperCollins Publishers
006017739X,Fear of Fifty: A Midlife Memoir,Erica Jong,1994,Harpercollins
0060177470,All My Octobers: My Memories of Twelve World Series When the Yankees Ruled Baseball,Mickey Mantle,1994,Harpercollins
0060177489,Dreamboat,Doug J. Swanson,1995,Harpercollins
0060177500,Small Gods: A Novel of Discworld,Terry Pratchett,1994,HarperCollins Publishers
0060177586,Standing Firm: A Vice-Presidential Memoir,Dan Quayle,1994,Harpercollins
0060177594,Let Us Prey,Bill Branon,1994,Harpercollins
0060177608,Devil's Hole,Bill Branon,1995,Harpercollins
0060177624,Power Thoughts: Achieve Your True Potential Through Power Thinking,Robert Schuller,1993,Harpercollins
0060177632,Stitches in Time,Barbara Michaels,1995,Harpercollins
0060177640,The Dancing Floor,Barbara Michaels,1997,Harpercollins
0060177675,Compulsion: A Novel,Michael Stewart,1994,Harpercollins
0060177721,Finding Moon,Tony Hillerman,1995,Harpercollins
006017773X,The Fallen Man,Tony Hillerman,1996,HarperCollins
0060177756,Imperfect Strangers,Stuart Woods,1995,Harpercollins
0060177764,Heat,Stuart Woods,1994,Harpercollins
0060177802,Together Alone,Barbara Delinsky,1995,Harpercollins
0060177810,Shades of Grace,Barbara Delinsky,1996,Harpercollins
0060177829,The Pardon: A Novel,James Grippando,1994,Harpercollins
0060177837,Rise and Walk: The Trial and Triumph of Dennis Byrd,Dennis Byrd,1993,Harpercollins
0060177861,Your Sacred Self,Wayne W. Dyer,1995,Harpercollins
0060177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,Erma Bombeck,1995,Harpercollins
0060178140,The Circle of Simplicity: Return to the Good Life,Cecile Andrews,1997,HarperCollins Publishers
0060178213,Bouncing Back: I'Ve Survived Everything...and I Mean Everything...and You Can Too!,Joan Rivers,1997,Harpercollins
0060178221,The Bestseller,Olivia Goldsmith,1996,Harpercollins
0060178248,The Passion Dream Book: A Novel,Whitney Otto,1997,HarperCollins Publishers
0060179112,Palindrome,Stuart Woods,1991,Harpercollins
0060179120,Dance While You Can,Susan Lewis,1991,Harpercollins
0060179147,As the Crow Flies,Jeffrey Archer,1991,Harpercollins
006017918X,Straight A's Never Made Anybody Rich: Lessons in Personal Achievement,Wess Roberts,1991,HarperCollins Publishers
0060179228,Imajica,Clive Barker,1991,Harpercollins Publisher
0060179252,New York Dead,Stuart Woods,1991,Harpercollins
0060179333,Colony,Anne Rivers Siddons,1992,Harpercollins
0060179341,Downtown,Anne Rivers Siddons,1994,Harpercollins
006017935X,Hill Towns,Anne Rivers Siddons,1993,Harpercollins
0060179368,Mamista,Len Deighton,1991,Harpercollins
0060179376,City of Gold,Len Deighton,1992,Harpercollins
0060179384,Violent Ward,Len Deighton,1993,Harpercollins
0060179430,Inventing Memory: A Novel of Mothers and Daughters,Erica Jong,1997,HarperCollins Publishers
0060179449,Twelve Red Herrings,Jeffrey Archer,1994,Harpercollins
0060179457,Honor Among Thieves,Jeffrey Archer,1993,Harpercollins
0060179473,Galilee,Clive Barker,1998,HarperCollins
006017949X,Sacrament,Clive Barker,1996,HarperCollins Publishers
0060179562,A Wild Justice: A Novel,Craig Thomas,1995,Harpercollins
0060179570,In Name Only,Barbara Wilkins,1992,Harpercollins
0060179619,Capsized/the True Story of Four Men Adrift for 119 Days,James Nalepka,1992,Harpercollins
0060179635,Santa Fe Rules,Stuart Woods,1992,Harpercollins
0060179643,Keeper of the Light,Diane Chamberlain,1992,Harpercollins
0060179651,Kingdom of the Grail,A. A. Attanasio,1992,Harpercollins
0060179694,Power in the Blood,Greg Matthews,1993,Harpercollins
0060179716,Deadly Perfume: An International Thriller,Gordon Thomas,1991,Harpercollins
0060179732,What's in It for Me?,Joseph Stedino,1992,Harpercollins
0060179791,For Love,Sue Miller,1993,Harpercollins
0060179813,The Doll's House,Evelyn Anthony,1992,HarperCollins Publishers
0060179821,Belladonna: A Novel,Michael Stewart,1992,Harpercollins
006017983X,Over There,Thomas Fleming,1992,Harpercollins
0060179872,Marilyn Monroe: The Biography,Donald Spoto,1993,Harpercollins
0060179910,Colony,Anne Rivers Siddons,1992,HarperCollins Publishers
0060179988,The Journeyman Tailor,Gerald Seymour,1993,Harpercollins
0060182008,"Run, Bullet, Run: The Rise, Fall, and Recovery of Bob Hayes",Bob Hayes,1992,Book Sales
0060182075,A Garlic Testament: Seasons on a Small New Mexico Farm,Stanley Crawford,1992,HarperCollins Publishers
0060182091,Hunting Mister Heartbreak: A Discovery of America,Jonathan Raban,1991,Harpercollins
0060182148,Mariette in Ecstasy,Ron Hansen,1991,Harpercollins
0060182156,Empire of the Air: The Men Who Made Radio,Tom Lewis,1991,Harpercollins
0060182172,Atticus,Ron Hansen,1996,Harpercollins
0060182229,Knight's Cross: A Life of Field Marshal Erwin Rommel,David Fraser,1994,Harpercollins
0060182261,The Lost Heart of Asia,Colin Thubron,1994,Harpercollins
0060182369,Come to Me: Stories,Amy Bloom,1993,Harpercollins
006018244X,Lady Moses: A Novel,Lucinda Roy,1998,HarperCollins Publishers
0060182458,Meetings With the Archangel: A Comedy of the Spirit,Stephen Mitchell,1998,HarperCollins Publishers
0060182466,Seven Life Lessons of Chaos : Timeless Wisdom from the Science of Change,John Briggs,1999,HarperCollins Publishers
0060182474,"Shyness: A Bold New Approach : The Latest Scientific Findings, Plus Practical Steps for Finding Your Comfort Zone","Bernardo J., Ph.D. Carducci",1998,HarperCollins Publishers
0060182520,The Second Brain : The Scientific Basis of Gut Instinct and a Groundbreaking New Understanding of Nervous Disorders of the Stomach and Intestines,Michael Gershon,1998,HarperCollins Publishers
0060182563,Underboss: Sammy the Bull Gravano's Story of Life in the Mafia,Peter Maas,1997,Harpercollins
0060182571,Modoc: The True Story of the Greatest Elephant That Ever Lived,Ralph Helfer,1997,HarperCollins Children's Books
0060182636,Found Money,James Grippando,1999,HarperCollins Publishers
0060182687,Power of a Woman,Barbara Taylor Bradford,1997,Harpercollins
0060182695,"Power in the Blood: Land, Memory, and a Southern Family",John Bentley Mays,1997,Harpercollins
0060182792,Anam Cara : A Book of Celtic Wisdom,John O'Donohue,1997,HarperCollins
0060182814,The Omega Plan: The Medically Proven Diet That Restores Your Body's Essential Nutritional Balance,Artemis P. Simopoulos,1998,HarperCollins Publishers
0060182857,"Full Woman, Fleshly Apple, Hot Moon: Selected Poems",Pablo Neruda,1997,Harpercollins
006018289X,The Way You Wear Your Hat: Frank Sinatra and the Lost Art of Livin',Bill Zehme,1997,Harpercollins
006018292X,Render Up the Body: A Novel of Suspense,Marianne Wesson,1997,HarperCollins Publishers
0060182938,Paper Daughter: A Memoir,M. Elaine Mar,1999,HarperCollins Publishers
0060182946,Mara and Dann: An Adventure,Doris May Lessing,1999,Harpercollins
0060182954,"Walking in the Shade: My Autobiography, 1949-1962",Doris May Lessing,1997,HarperCollins Publishers
0060182970,Coldheart Canyon: A Hollywood Ghost Story,Clive Barker,2001,HarperCollins Publishers
0060183012,The Selling of the Green: The Financial Rise and Moral Decline of the Boston Celtics,Harvey Araton,1992,Harpercollins
0060183020,The Late Night Muse,Bette Pesetsky,1991,Harpercollins
0060183039,Coming to Terms: A Novel,Anna Murdoch,1991,Harpercollins
0060183071,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared M. Diamond,1992,Harpercollins
006018308X,Ginger: My Story,Ginger Rogers,1991,Harpercollins
0060183101,"Through a Universe Darkly: A Cosmic Tale of Ancient Ethers, Dark Matter, and the Fate of the Universe",Marcia Bartusiak,1993,HarperCollins Publishers
006018311X,"When You Look Like Your Passport Photo, It's Time to Go Home",Erma Bombeck,1991,Harpercollins
0060183136,Wouldn't It Be Nice?: My Own Story,Brian Wilson,1991,Harpercollins
0060183217,Food: Your Miracle Medicine : How Food Can Prevent and Cure over 100 Symptoms and Problems,Jean Carper,1993,Harpercollins
0060183225,A Marriage Made in Heaven... or Too Tired for an Affair,Erma Bombeck,1993,Harpercollins
0060183284,O Canada!: Travels in an Unknown Country,Jan Morris,1992,Harpercollins
0060183306,Kings of the Hill: An Irreverent Look at the Men on the Mound,Nolan Ryan,1992,Harpercollins
0060183330,Redemption: A Novel,Leon Uris,1995,Harpercollins
0060183349,Under Fire: An American Story,Oliver L. North,1991,HarperCollins Publishers
0060183357,Red Odyssey: A Journey Through the Soviet Republics,Marat Akchurin,1992,Harpercollins
0060183373,Calling the Wind: Twentieth-Century African-American Short Stories,Clarence Major,1992,Harpercollins
0060183411,"Is It Hot in Here or Is It Me?: A Personal Look at the Facts, Fallacies, and Feelings of Menopause",Gayle Sand,1993,Harpercollins
0060183489,"She Flew the Coop: A Novel Concerning Life, Death, Sex, and Recipes in Limoges, Louisiana",Michael Lee West,1994,Harpercollins
0060183519,Member of the Club: Reflections on Life in a Racially Polarized World,Lawrence Otis Graham,1995,HarperCollins Publishers
0060183527,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,1999,HarperCollins Publishers
0060183543,One Man Tango,Anthony Quinn,1995,Harpercollins
0060183578,American Pie,Michael Lee West,1996,Harpercollins
0060183659,Dickens' Fur Coat and Charlotte's Unanswered Letters: The Rows and Romances of England's Great Victorian Novelists,Daniel Pool,1997,HarperCollins Publishers
0060183683,Dead in the Water: A Novel,Stuart Woods,1997,Harpercollins
0060183691,Swimming to Catalina: A Novel,Stuart Woods,1998,HarperCollins Publishers
0060183705,The Butter Did It: A Gastronomic Tale of Love and Murder,Phyllis Richman,1997,Harpercollins
0060183713,Consuming Passions: A Food-Obsessed Life,Michael Lee West,1999,HarperCollins Publishers
0060183721,"Miracle Cures: Dramatic New Scientific Discoveries Revealing the Healing Powers of Herbs, Vitamins and Other Natural Remedies",Jean Carper,1997,HarperCollins Publishers
